,Unnamed: 0,smiles,eib,bandgap_chain,bandgap_crystal
5299,5299,[*]Oc1ccc(S(=O)(=O)c2cccc3c(S(=O)(=O)c4ccc(Oc5ccc(-c6ccc([*])cc6)cc5)cc4)cccc23)cc1,,3.3473,
5304,5304,[*]Oc1ccc(S(=O)(=O)c2ccc3cc(S(=O)(=O)c4ccc(Oc5c(C)cc(-c6cc(C)c([*])c(C)c6C)c(C)c5C)cc4)ccc3c2)cc1,,3.3303,
5306,5306,[*]C(=O)c1ccc2c(c1)C(=Nc1ccc(Oc3cccc(N=C4OC(=O)c5ccc([*])cc54)c3)cc1)OC2=O,,2.5605,
5310,5310,[*]Oc1ccc(C(C)(C)c2ccc(Oc3cncc([*])n3)cc2)cc1,2.474112971211711,4.1925,
5321,5321,[*]CCOCCOc1ccc(NC=Nc2ccc(O[*])cc2)cc1,,4.0043,
5322,5322,[*]CCOCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,,4.1537,
5323,5323,[*]Oc1ccc(N=CNc2ccc([*])cc2)cc1,3.294368236231733,3.9857,
5324,5324,[*]Oc1ccc(SC(=O)Sc2ccc([*])cc2)cc1,2.4670104868867586,4.0843,
5326,5326,[*]Oc1cccc(Oc2ccc(S(=O)(=O)c3ccc([*])cc3)cc2)c1,1.847081617268052,4.0045,
5343,5343,[*]Oc1ccc(OC(=O)c2ccc(OCCCCCCCCCCOc3ccc(C([*])=O)cc3)cc2)cc1S(=O)(=O)c1ccccc1,,4.3987,
5344,5344,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(NC(=O)c4cc(NC(=O)c5ccncc5)cc(C(=O)Nc5ccc([*])cc5)c4)cc3)cc2)cc1,,3.4604,
5346,5346,[*]Oc1ccc(NC(=O)c2cc(NC(=O)c3ccncc3)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,1.9703023284593024,3.2421,
5371,5371,[*]OP(=O)(Oc1ccccc1)Oc1ccc(S(=O)(=O)c2ccc([*])cc2)cc1,,4.5217,
5380,5380,[*]CCOCCOC(=O)O[*],,6.062,
5389,5389,[*]c1ccc(-c2ccc(-c3nc4cc5nc([*])oc5cc4o3)cc2)cc1,1.5942003000126328,2.7942,
5390,5390,[*]Oc1ccc(C2(c3ccc(Oc4nc([*])nc(OC)n4)cc3)CCCCC2)cc1,,4.2479,
5391,5391,[*]Oc1ccc(N=Nc2ccc([*])cc2)cc1,2.152883603455977,3.3958,
5392,5392,[*]Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(=O)Nc4ccc([*])cc4)c(C(=O)O)c3)cc2C(=O)O)cc1,,2.9737,
5394,5394,[*]Oc1ccc(NC2=C(Cl)C(=O)C(Nc3ccc([*])cc3)=C(Cl)C2=O)cc1,1.7461500974022726,2.2616,
5411,5411,[*]CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(O[*])cc1,3.527326202289772,5.1211,
5413,5413,[*]OC(=O)Oc1ccc(C(=O)Oc2ccc(OC(=O)OC3COC4C([*])COC34)cc2)cc1,,4.4586,
5419,5419,[*]OC1=CC(=O)C([*])=CC1=O,-0.1488081907442531,3.0549,
5447,5447,[*]CCOCCOCCOCCOCCOCCOC(=O)c1cccc(C(=O)O[*])c1,,4.3767,
5448,5448,[*]Oc1ccc(C(=O)NCCCCCCCCCCCCNC(=O)c2ccc([*])cc2)cc1,,4.4458,
5449,5449,[*]OC(COC(F)(C(F)(F)F)C(F)(F)F)C([*])COC(F)(C(F)(F)F)C(F)(F)F,,6.2936,
5450,5450,[*]Oc1c(C)cc([*])cc1C(C)CCCCC,3.5544334536091644,4.1484,
5451,5451,[*]Oc1c(C)cc([*])cc1C(C)CCCCCC,3.611625748061416,4.1665,
5452,5452,[*]Oc1c(C)cc([*])cc1C(C)CCCCCCCC,,4.7507,
5459,5459,[*]Oc1cccc(NC(=O)c2ccc([*])cc2)c1,2.754060024788134,4.3857,
5490,5490,[*]Oc1ccc(C(c2ccc(OC(=O)c3ccc(OCCCCCCCCCCOc4ccc(C([*])=O)cc4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,,4.1771,
5510,5510,[*]Oc1cc(C(=O)c2ccccc2)c(Oc2ccc([*])cc2)cc1C(=O)c1ccccc1,2.2332356975132717,2.9644,
5512,5512,[*]CC(COCCOCCOC)O[*],,5.1377,
5513,5513,[*]OC(F)(F)OC(F)(F)C([*])(F)F,4.442767245971531,9.68,
5516,5516,[*]CCOCCOc1ccc(C=C(C)c2ccc(O[*])cc2)cc1,,4.2636,
5521,5521,[*]CCOCCOCCOc1cccc(NC(=O)c2cccc(C(=O)Nc3cccc(O[*])c3)c2)c1,,3.5819,
5522,5522,[*]CCOCCOCCOc1cccc(NC(=O)c2ccc(C(=O)Nc3cccc(O[*])c3)cc2)c1,,3.4122,
5523,5523,[*]CCOCCOCCOc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(O[*])cc3)c2)cc1,,3.2482,
5524,5524,[*]CCOCCOCCOc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(O[*])cc3)cc2)cc1,,3.1624,
5538,5538,[*]CCCNC(=O)CCCCCCCCC(=O)NCCCOCCOCCO[*],,5.9137,
5551,5551,[*]Oc1ccc(NC(=O)c2ccc(-c3ccc(C(=O)Nc4ccc(Oc5ccc(C6(c7ccc([*])cc7)CC7CCC6C7)cc5)cc4)cc3)cc2)cc1,,3.2128,
5553,5553,[*]Oc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc2)cc1,,3.3054,
5555,5555,[*]Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)CC6CCC5C6)cc4)cc3)cc(C(C)(C)C)c2)cc1,,3.6681,
5574,5574,[*]Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCOCC([*])=O)cc2)C(=O)OC)cc1,,4.825,
5596,5596,[*]Oc1cc(Cl)cc(Cl)c1[*],3.6659224529906247,3.9114,
5603,5603,[*]CCCCCOc1ccc(OCCCCCc2nnc(-c3ccc(-c4nnc([*])o4)cc3)o2)c(C)c1,,2.9539,
5610,5610,[*]CCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[*])cc3)c(OCCCCC)c2)cc1,,3.3136,
5614,5614,[*]C(=O)Nc1cc(NC(=O)c2ccc([*])o2)c(N)cc1N,,2.5905,
5615,5615,[*]Oc1ccc(C(C)=Nc2ccc(N=C(C)c3ccc([*])cc3)cc2)cc1,2.2084550735790733,2.9779,
5616,5616,[*]Oc1ccc(C(C)=Nc2ccccc2N=C(C)c2ccc([*])cc2)cc1,3.092099662764697,4.2147,
5619,5619,[*]Oc1ccc(C(C)=NCCN=C(C)c2ccc([*])cc2)cc1,,4.4147,
5624,5624,[*]Cc1ccc(OCOc2ccc([*])c3cccnc23)c2ncccc12,2.1819463088478392,3.4275,
5625,5625,[*]OC(=O)OC1COC2C([*])COC12,3.5765935505862667,6.8154,6.6786
5626,5626,[*]c1nc2cc3nc(-c4ccc([*])o4)[nH]c3cc2[nH]1,1.958350123070704,2.2148,
5628,5628,[*]Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(Oc4ccc(C5(c6ccc([*])cc6)C6CC7CC(C6)CC5C7)cc4)cc3)c2)cc1,,4.0447,
5641,5641,[*]c1sc([*])c2c1OCC(CCCCCC)O2,3.21775175032951,2.9744,
5642,5642,[*]C=Cc1sc([*])c2c1OC(CCCCCC)CO2,1.6767333337865695,0.9769,
5643,5643,[*]c1sc([*])c2c1OCCO2,2.4371045488801464,1.338,
5644,5644,[*]C#Cc1sc(-c2sc([*])c3c2OCCO3)c2c1OCCO2,2.0466472881330056,1.714,
5645,5645,[*]c1ccc(S(=O)(=O)c2ccc(-n3nc(-c4ccccc4)c4ccc(Oc5ccc6c(-c7ccccc7)nn([*])c(=O)c6c5)cc4c3=O)cc2)cc1,,3.4797,
5649,5649,[*]c1cccc(-n2nc(-c3ccccc3)c3cc(Oc4ccc5c(-c6ccccc6)nn([*])c(=O)c5c4)ccc3c2=O)c1C#N,,3.5145,
5651,5651,[*]c1ccc(S(=O)(=O)c2ccc(-n3nc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,,3.5702,
5652,5652,[*]c1ccc(C(=O)c2ccc(-n3nc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,,3.5606,
5663,5663,[*]C=Cc1ccc([*])c2occc12,1.4536235078442743,1.7116,
5666,5666,[*]OCCOC(=O)CCCC(=O)OCCOc1nc(-c2ccc(OC)cc2)nc([*])c1-c1ccc(OC)cc1,,3.8299,
5667,5667,[*]OCCOC(=O)CCCC(=O)OCCOc1nc(-c2ccc(OCCCC)cc2)nc([*])c1-c1ccc(OC)cc1,,3.5409,
5669,5669,[*]OCCOC(=O)CCCCC(=O)OCCOc1nc(-c2ccc(OC)cc2)nc([*])c1-c1ccc(OC)cc1,,3.4169,
5670,5670,[*]OCCOC(=O)CCCCC(=O)OCCOc1nc(-c2ccc(OCCCC)cc2)nc([*])c1-c1ccc(OC)cc1,,4.2442,
5675,5675,[*]OC1C(COCO)OC([*])C(O)C1O,4.008295956351832,6.0101,
5676,5676,[*]CCOCCOC(=O)C=CC(=O)O[*],,3.8645,
5679,5679,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)o1,2.5753312126383467,2.2511,
5680,5680,[*]c1ccc(-c2ccc(-c3ccc([*])s3)o2)o1,1.9478107828938669,1.7382,
5681,5681,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)s1,2.9453499905483493,1.8872,
5682,5682,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)o1,1.6285638298636265,1.4999,
5690,5690,[*]C=Nc1ccc(N=Cc2ccc(-c3ccc([*])o3)o2)cc1,1.6109904945517064,2.0682,
5694,5694,[*]Oc1cccc(OC2(F)C([*])(F)C(F)(F)C2(F)F)c1,3.2261698237694887,4.9699,
5700,5700,[*]Oc1cccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)c1,11.702620349641345,4.0476,
5711,5711,[*]OC1C(CO)OC([*])C(N)C1O,4.227541716217896,5.9066,
5712,5712,[*]OC1C(CO)OC([*])C(NC(C)=O)C1O,,5.9874,
5715,5715,[*]c1ccc(-c2nc3cc4nc([*])oc4cc3o2)c(O)c1,1.6190692356550804,2.5901,
5716,5716,[*]Oc1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1S(=O)(=O)O,,4.1626,
5717,5717,[*]C=Nc1ccc(N=Cc2ccc(Sc3ccc([*])o3)o2)cc1,1.8370719583335984,2.7554,
5718,5718,[*]C=Nc1cccc(N=Cc2ccc(Sc3ccc([*])o3)o2)c1,5.5687626388582885,2.7568,
5720,5720,[*]C=Nc1ccc(-c2ccc(N=Cc3ccc(Sc4ccc([*])o4)o3)c(C)c2)cc1C,,2.7346,
5721,5721,[*]C=Nc1ccc(-c2ccc(N=Cc3ccc(Sc4ccc([*])o4)o3)c(OC)c2)cc1OC,2.5146864388712595,2.96,
5723,5723,[*]C=NCCN=Cc1ccc(Sc2ccc([*])o2)o1,,3.1877,
5724,5724,[*]C=NCCCCCCN=Cc1ccc(Sc2ccc([*])o2)o1,2.352981960365879,3.664,
5725,5725,[*]C=Nc1ccccc1N=Cc1ccc(Sc2ccc([*])o2)o1,,2.4355,
5726,5726,[*]COC(=O)OC1C([*])OC2OC(C)(C)OC21,,6.0081,
5727,5727,[*]OC(=O)C(Cc1ccccc1)NC(=O)CCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C([*])COC12,,5.1809,
5730,5730,[*]OC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C([*])COC12,,5.5417,
5731,5731,[*]OC(=O)C(CC(C)C)NC(=O)CCCCC(=O)NC(CC(C)C)C(=O)OC1COC2C([*])COC12,,5.0053,
5739,5739,[*]CCC(O[*])(C(F)(F)F)C(F)(F)F,3.878796489752173,7.3424,
5740,5740,[*]Oc1ccc(NC(=C(C#N)C#N)c2ccc(C(Nc3ccc([*])cc3)=C(C#N)C#N)cc2)cc1,1.2625428845699371,2.8817,
5741,5741,[*]Oc1ccc(NC(=C(C#N)C#N)c2ccc3cc(C(Nc4ccc([*])cc4)=C(C#N)C#N)ccc3c2)cc1,1.4447117289698062,3.062,
5743,5743,[*]Oc1ccc(Oc2ccc(NC(=C(C#N)C#N)c3cccc(C(Nc4ccc([*])cc4)=C(C#N)C#N)c3)cc2)cc1,,2.943,
5744,5744,[*]CCOc1ccc(C=C2CCC(=Cc3ccc(O[*])cc3)C2=O)cc1,,2.9454,
5745,5745,[*]CCCCOc1ccc(C=C2CCC(=Cc3ccc(O[*])cc3)C2=O)cc1,,2.9946,
5748,5748,[*]CCOc1ccc(C=C2CCC(=Cc3ccc(O[*])c(OC)c3)C2=O)cc1OC,,2.6534,
5752,5752,[*]COC1OC([*])C(O)C(O)C1O,4.181781696458601,5.8459,
5753,5753,[*]CCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[*])cc3)c(C(=O)OCC=C)c2)cc1,,3.2573,
5761,5761,[*]CCCCCCOc1ccc(C=Cc2ccc(O[*])cc2)cc1,,3.3553,
5786,5786,[*]c1cccc(-c2cc([*])cc3c2NC(C)(C)OC3(C)C)c1,,3.5944,
5791,5791,[*]OP(=O)(Oc1ccc(C(C)(C)c2ccc([*])cc2)cc1)c1ccccc1,,4.5348,
5792,5792,[*]OP(=O)(Oc1ccc(-c2ccc([*])cc2)cc1)c1ccccc1,2.9003854613432436,4.1560000000000015,
5795,5795,[*]OC(=O)CCCCCCCCC(=O)OC1COC2C([*])COC12,,6.4179,
5805,5805,[*]c1ccc(C#Cc2cc(OCCCCCCCC)c(C#Cc3ccc(-c4nnc([*])o4)cc3)cc2OCCCCCCCC)cc1,,2.5503,
5806,5806,[*]C=Nc1cc(NC(=O)NCCNCCNO[*])ccc1C,3.4159802078874693,4.5234,
5807,5807,[*]c1ccc(-c2nnc([*])o2)c(OCC)c1,1.3409235916769635,2.8968,
5808,5808,[*]c1ccc(-c2nnc([*])o2)c(OCCCCC)c1,1.2976326960282494,3.1025,
5819,5819,[*]C1OCOC(C([*])(F)F)C1(F)F,4.513901571700092,7.1866,
5822,5822,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(C5([*])OC(=O)c6ccccc65)cc4C)cc3)cc2)c(C)c1,,4.1532,
5833,5833,[*]OC1C(COC(C)=O)OC([*])C(OC(C)=O)C1O,3.9789806667305054,5.5862,
5860,5860,[*]Oc1ccc(C(=O)NNC(=O)c2ccc([*])cc2)cc1,2.898927245491718,4.3207,
5867,5867,[*]Oc1ccc(OC(=O)c2ccc(OCCCOc3ccc(C([*])=O)cc3)cc2)cc1C,,4.06,
5868,5868,[*]Oc1ccc(OC(=O)c2ccc(Oc3ccc(C([*])=O)cc3)cc2)cc1Cl,2.5582696365502087,4.2992,
5915,5915,[*]c1sc([*])c2c1OCC(CCCCS(=O)(=O)O)O2,,1.7125,
5917,5917,[*]C1=CC=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCCO3)S1(=O)=O,1.2288019042038134,1.7641,
5918,5918,[*]C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCCO3)S1(=O)=O,,1.3578,
5920,5920,[*]C1=C2OCCOC2=C(c2ccc(-c3ccc([*])s3)s2)S1(=O)=O,,1.8236,
5921,5921,[*]C1=C2OCCOC2=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCCO3)S1(=O)=O,,1.7225,
5931,5931,[*]c1cc(OCCOCCOC)c(-c2sc([*])c3c2OCCO3)s1,,2.0039,
5932,5932,[*]c1cc(CCCCCCCCCCCC)c(-c2sc([*])c3c2OCCO3)s1,2.5322505290612938,2.4379,
5937,5937,[*]c1sc(-c2sc(-c3sc([*])c4nccnc34)c3c2OCCO3)c2c1OCCO2,,1.021,
5938,5938,[*]c1sc(-c2sc(-c3sc([*])c4nccnc34)c3c2OC(CCCCCC)CO3)c2c1OCC(CCCCCC)O2,,1.2188,
5939,5939,[*]c1cc2c(s1)-c1sc(-c3sc(-c4sc([*])c5c4OCCO5)c4c3OCCO4)cc1C2=O,1.5706103690610629,1.2082,
5940,5940,[*]c1cc2c(s1)-c1sc(-c3sc(-c4sc([*])c5c4OCCO5)c4c3OCCO4)cc1C2=C(C#N)C#N,,0.9689,
5941,5941,[*]Oc1ccc2cc(Oc3ccc(C(=O)c4ccc([*])cc4)cc3)ccc2c1,2.2728154465769954,3.6496,
5944,5944,[*]Oc1cccc2c(OC3(F)C([*])(F)C(F)(F)C3(F)F)cccc12,2.5919616593070764,3.8599,
5945,5945,[*]Oc1ccc(OC2(F)C([*])(F)C(F)(F)C2(F)F)cc1,2.881415368368358,5.2931,
5946,5946,[*]Oc1ccc(SSc2ccc([*])cc2)cc1,2.8044454603065976,3.1064,
5948,5948,[*]c1ccc(Oc2ccc(-c3cc(OCCCCCC)c(-c4ccc(Oc5ccc(-c6nnc([*])o6)cc5)cc4)cc3OCCCCCC)cc2)cc1,,3.2584,
5966,5966,[*]Oc1ccc(Oc2ccc(C=NCCN=Cc3ccc([*])cc3)cc2)cc1,3.2581842626372515,4.2677,
5967,5967,[*]Oc1ccc(Oc2ccc(C=NCCCCN=Cc3ccc([*])cc3)cc2)cc1,2.7415129814306063,4.309,
5968,5968,[*]Oc1ccc(Oc2ccc(C=NCCCCCCN=Cc3ccc([*])cc3)cc2)cc1,,4.2528,
5973,5973,[*]OC1C(O)C([*])OC(CO)C1O,,6.9578,
5978,5978,[*]Oc1cc(OC(=O)c2ccc(C=Nc3ccc(OCCCCCCOc4ccc(N=Cc5ccc(C([*])=O)cc5)cc4F)c(F)c3)cc2)c(Cl)cc1Cl,,3.0348,
5986,5986,[*]OP(=O)(Oc1ccc([*])cc1)OC1CCCCC1,,5.2609,
5988,5988,[*]OP(=O)(Oc1ccc(-c2ccc([*])cc2)cc1)OC1CCCCC1,,4.3965,
5989,5989,[*]OP(=O)(Oc1cccc2c([*])cccc12)OC1CCCCC1,,4.0673,
5991,5991,[*]OP(=O)(Oc1ccccc1)Oc1ccc([*])cc1,,5.0582,
5992,5992,[*]OP(=O)(Oc1ccccc1)Oc1ccc(-c2ccc([*])cc2)cc1,,4.5854,
5994,5994,[*]Oc1c(CC)cc([*])cc1-c1ccccc1,3.2011476682130198,4.4322,
5995,5995,[*]Oc1c(CCC)cc([*])cc1-c1ccccc1,3.25940053018838,3.9795,
5997,5997,[*]Oc1c(CCCCC)cc([*])cc1-c1ccccc1,,4.6522,
6000,6000,[*]OC1C(COCC(=O)O)OC([*])C(O)C1O,,6.4651,
6015,6015,[*]CC(C)(CO[*])COCCC#N,,4.8567,
6028,6028,[*]c1ccc(C(=O)c2ccc(C(=O)c3ccc(Oc4ccc(-c5nn([*])c(=O)c6ccccc56)c(F)c4)cc3)cc2)cc1,,3.3331,
6041,6041,[*]OC(=O)OCCCCCCOC(=O)OC1COC2C([*])COC12,,6.2569,
6043,6043,[*]OC(=O)OCC(OC)C(COC(=O)OC1COC2C([*])COC12)OC,,6.3754,
6044,6044,[*]OC(=O)OCC(O)C(O)COC(=O)OC1COC2C([*])COC12,,6.4149,
6045,6045,[*]COC(=O)c1ccc(C(=O)OCc2ccc([*])o2)cc1,,3.4760000000000004,
6046,6046,[*]OC(=O)OCC1OC(C)(C)OC1COC(=O)OC1COC2C([*])COC12,,6.4211,
6052,6052,[*]Oc1ccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4ccc(Oc5nc([*])nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,,3.733,
6054,6054,[*]Oc1ccc(C(=O)Nc2ccc(Cc3ccc(NC(=O)c4ccc(Oc5nc([*])nc(Sc6ccccc6)n5)cc4)cc3)cc2)cc1,,3.2006,
6056,6056,[*]Oc1cccc(C(=O)Nc2ccc(S(=O)(=O)c3ccc(NC(=O)c4cccc(Oc5nc([*])nc(Sc6ccccc6)n5)c4)cc3)cc2)c1,,3.7439,
6060,6060,[*]Oc1ccc(C(=O)Nc2cc(NC(=O)c3ccc([*])cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,,3.4538,
6065,6065,[*]CCOCCOCCOCCOCCOc1ccc(C(=O)Nc2cc(NC(=O)c3ccc(O[*])cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,,3.7337,
6074,6074,[*]Oc1c(C)cc(C(=O)c2ccc([*])cc2)cc1C,2.3689763120874217,4.3374,
6081,6081,[*]Oc1c(F)c(F)c(S(=O)(=O)c2c(F)c(F)c(Oc3ccc(C(c4ccc([*])cc4)(C(F)(F)F)C(F)(F)F)cc3)c(F)c2F)c(F)c1F,,3.4387,
6082,6082,[*]c1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3sc([*])c4c3OCCO4)cc2)cc1,,2.8878,
6111,6111,[*]Oc1ccc(Oc2ccc(OC(=O)c3ccccc3-c3ccccc3C([*])=O)cc2)cc1,2.753820805083853,3.9355,
6116,6116,[*]Oc1ccccc1C(=O)OCCOCCOCCOC(=O)c1ccccc1Oc1nc([*])nc(N(CC)c2ccccc2)n1,,3.4967,
6165,6165,[*]Oc1cc(Oc2ccc(C(C)(C)c3ccc([*])cc3)cc2)cc(C(=O)Oc2ccc(N=Nc3ccc(C#N)cc3)cc2)c1,,3.0878,
6173,6173,[*]OC(=O)OCCCCOC(=O)OC1COC2C([*])COC12,,6.0817,
6174,6174,[*]OC(=O)OCCCCCCCCOC(=O)OC1COC2C([*])COC12,,6.6545,
6175,6175,[*]OC(=O)OCCCCCCCCCCOC(=O)OC1COC2C([*])COC12,,6.4724,6.1689
6176,6176,[*]OC(=O)OCCOCCOC(=O)OC1COC2C([*])COC12,,6.7043,6.5378
6177,6177,[*]OC(=O)OCCOCCOCCOC(=O)OC1COC2C([*])COC12,,6.1949,
6178,6178,[*]OC(=O)OCCOCCOCCOCCOC(=O)OC1COC2C([*])COC12,,5.9406,
6180,6180,[*]CCNC(=O)c1ccc(O[*])cc1,,4.8032,
6181,6181,[*]CCNC(=O)c1cccc(O[*])c1,,5.033,
6186,6186,[*]Oc1ccc(Oc2ccc(Oc3cccc([*])n3)cc2)cc1,2.8680134579689955,4.1015,
6201,6201,[*]Oc1ccc(C(=O)CNc2cccc(NCC(=O)c3ccc([*])cc3)c2)cc1,,3.1409,
6206,6206,[*]Oc1ccc(C(=O)CNNCC(=O)c2ccc([*])cc2)cc1,2.4786002498294337,4.0817,
6207,6207,[*]Oc1ccc(C(=O)CNCCNCC(=O)c2ccc([*])cc2)cc1,2.7019988356899898,3.5485,
6208,6208,[*]Oc1ccc(C(=O)CNCCCNCC(=O)c2ccc([*])cc2)cc1,,3.504,
6209,6209,[*]Oc1ccc(C(=O)CNCCCCCCCCNCC(=O)c2ccc([*])cc2)cc1,,3.8264,
6219,6219,[*]Oc1ccc(N=Cc2ccc(N(c3ccccc3)c3ccc(C=Nc4ccc([*])cc4)cc3)cc2)cc1,,2.8042,
6227,6227,[*]c1ccc(NC(=O)c2cc(NC(=O)c3ccc(OC(C)=O)cc3)cc(C(=O)Nc3ccc(-c4nnc([*])o4)cc3)c2)cc1,,3.3971,
6257,6257,[*]CCCCCCOc1ccc(C(C)(C)c2ccc(O[*])cc2)cc1,,4.7729,
6258,6258,[*]CC(C)(CO[*])COCCCCCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,4.042,
6271,6271,[*]CC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC(C)O[*])c2)CC1,,4.7856,
6292,6292,[*]c1nc2cc(S(=O)(=O)c3ccc4oc(C5CCC([*])CC5)nc4c3)ccc2o1,,4.7439,
6302,6302,[*]CCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O[*],,3.806,
6303,6303,[*]CCOCCOCCOC(=O)C=CC(=O)NCCCCCCNC(=O)C=CC(=O)O[*],,4.0488,
6307,6307,[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)c6ccccc56)cc4)cc3)cc2)cc1,,3.366,
6311,6311,[*]Oc1ccc(Nc2ccc(N=Nc3ccc(Nc4ccc([*])cc4)cc3)cc2)cc1,2.0303005770484788,2.7656,
6312,6312,[*]Oc1ccc(Nc2ccc(C(=O)c3ccc(C(=O)c4ccc(Nc5ccc([*])cc5)cc4)cc3)cc2)cc1,,3.3281,
6317,6317,[*]OC(=O)C1CCC(C(=O)OC2COC3C([*])COC23)CC1,,6.5816,
6318,6318,[*]OC(=O)CCC(=O)OC1COC2C([*])COC12,3.741253275196189,5.7195,
6320,6320,[*]OC(=O)C=CC(=O)OC1COC2C([*])COC12,,4.2459,
6351,6351,[*]c1ccc(-c2ccc(-c3sc([*])c4c3OCCO4)s2)s1,1.7076938073465455,1.3711,
6358,6358,[*]Oc1ccc(NC(=O)NC2CC(C)(C)CC(C)(CNC(=O)Nc3ccc([*])cc3)C2)cc1,,4.4573,
6361,6361,[*]Oc1ccc(NC(=O)c2cc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc(C(=O)Nc3ccc([*])cc3)c2)cc1,,3.6392,
6363,6363,[*]CCOCCOCCOC(=O)C1CCC(C(=O)O[*])CC1,,6.1348,
6377,6377,[*]CCCOC(=O)C(C)O[*],,6.3052,
6378,6378,[*]c1sc([*])c2c1OCC(CCCCCCCCCCCC)O2,,1.5289,
6382,6382,[*]Oc1ccc(C(C)(c2ccc(Oc3ccc(C(=O)c4ccc([*])cc4)cc3)cc2)C(F)(F)F)cc1,2.456909165077749,4.011,
6391,6391,[*]Oc1ccc(C=Nc2ccc(N=Cc3ccc([*])cc3)cc2)cc1,1.8682255891939352,2.9641,
6399,6399,[*]c1ccc2c(c1)SC1(CCC3(CC1)Nc1ccc([*])cc1S3)N2,3.2461896947040763,3.6692,
6400,6400,[*]c1ccc(-c2csc(-c3nc([*])cs3)n2)cc1,2.1754867887429525,3.2084,
6401,6401,[*]Cc1nc(-c2ccc(-c3csc([*])n3)cc2)cs1,2.8164064509699047,3.9045,
6404,6404,[*]c1ccc(-c2ccc(-c3nc(-c4ccc(-c5csc([*])n5)cc4)cs3)cc2)cc1,2.004630208289912,2.9236,
6406,6406,[*]c1ccc(-c2csc(-c3cccc(-c4nc([*])cs4)n3)n2)cc1,1.9704614192418863,3.2967,
6408,6408,[*]c1ccc(-c2nc(-c3ccc(-c4nc([*])sc4C(=O)O)cc3)c(C(=O)O)s2)cc1,,3.438,
6411,6411,[*]CCCCOC(=O)CCCCSCCCCC(=O)O[*],3.702814789504052,5.1999,
6418,6418,[*]C(=O)NCCCCCCCCCCNC(=O)c1ccc([*])s1,,4.1872,
6419,6419,[*]Cc1ccc(COC(=O)CCCCSCCCCC(=O)O[*])cc1,3.1353925468101744,4.3125,
6421,6421,[*]c1ccc([*])s1,1.5386409899151945,1.5514,
6423,6423,[*]c1cc(C)c([*])s1,1.8152046596173737,1.644,
6424,6424,[*]CC(=O)NCCCCCCNC(=O)CS[*],,4.9895,
6425,6425,[*]C=Cc1cc(OC)c(C=Cc2ccc([*])s2)cc1OC,1.4730192272444875,1.6407,
6426,6426,[*]c1cc(CC)c([*])s1,2.0403320286611204,2.0436,
6429,6429,[*]c1cncc(-c2nc3ccc(-c4ccc5nc([*])sc5c4)cc3s2)c1,1.664586738272256,3.2155,
